Date,PCODE,Country,Rainfall - (MM),Province,City,Year,Month,Quarter
1995/11/11,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1995,November,Q2
1995/11/21,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1995,November,Q2
1995/01/12,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1995,December,Q2
1995/11/12,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1995,December,Q2
1995/12/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1995,December,Q2
1996/01/01,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1996,January,Q3
1996/11/01,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1996,January,Q3
1996/01/21,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1996,January,Q3
1996/01/02,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1996,February,Q3
1996/11/02,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1996,February,Q3
1996/02/21,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1996,February,Q3
1996/01/03,PK709,Pakistan,6,Sindh,Kambar Shahdad Kot,1996,March,Q3
1996/11/03,PK709,Pakistan,6,Sindh,Kambar Shahdad Kot,1996,March,Q3
1996/03/21,PK709,Pakistan,6,Sindh,Kambar Shahdad Kot,1996,March,Q3
1996/01/04,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1996,April,Q4
1996/11/04,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1996,April,Q4
1996/04/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1996,April,Q4
1996/01/05,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1996,May,Q4
1996/11/05,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1996,May,Q4
1996/05/21,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1996,May,Q4
1996/01/06,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1996,June,Q4
1996/11/06,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1996,June,Q4
1996/06/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1996,June,Q4
1996/01/07,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1996,July,Q1
1996/11/07,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1996,July,Q1
1996/07/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1996,July,Q1
1996/01/08,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1996,August,Q1
1996/11/08,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1996,August,Q1
1996/08/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1996,August,Q1
1996/01/09,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1996,September,Q1
1996/11/09,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1996,September,Q1
1996/09/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1996,September,Q1
1996/01/10,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1996,October,Q2
1996/11/10,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1996,October,Q2
1996/10/21,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1996,October,Q2
1996/01/11,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1996,November,Q2
1996/11/11,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1996,November,Q2
1996/11/21,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1996,November,Q2
1996/01/12,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1996,December,Q2
1996/11/12,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1996,December,Q2
1996/12/21,PK709,Pakistan,3,Sindh,Kambar Shahdad Kot,1996,December,Q2
1997/01/01,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1997,January,Q3
1997/11/01,PK709,Pakistan,3,Sindh,Kambar Shahdad Kot,1997,January,Q3
1997/01/21,PK709,Pakistan,3,Sindh,Kambar Shahdad Kot,1997,January,Q3
1997/01/02,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1997,February,Q3
1997/11/02,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1997,February,Q3
1997/02/21,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1997,February,Q3
1997/01/03,PK709,Pakistan,13,Sindh,Kambar Shahdad Kot,1997,March,Q3
1997/11/03,PK709,Pakistan,6,Sindh,Kambar Shahdad Kot,1997,March,Q3
1997/03/21,PK709,Pakistan,7,Sindh,Kambar Shahdad Kot,1997,March,Q3
1997/01/04,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1997,April,Q4
1997/11/04,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1997,April,Q4
1997/04/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1997,April,Q4
1997/01/05,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1997,May,Q4
1997/11/05,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1997,May,Q4
1997/05/21,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1997,May,Q4
1997/01/06,PK709,Pakistan,3,Sindh,Kambar Shahdad Kot,1997,June,Q4
1997/11/06,PK709,Pakistan,5,Sindh,Kambar Shahdad Kot,1997,June,Q4
1997/06/21,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1997,June,Q4
1997/01/07,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1997,July,Q1
1997/11/07,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1997,July,Q1
1997/07/21,PK709,Pakistan,10,Sindh,Kambar Shahdad Kot,1997,July,Q1
1997/01/08,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1997,August,Q1
1997/11/08,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1997,August,Q1
1997/08/21,PK709,Pakistan,4,Sindh,Kambar Shahdad Kot,1997,August,Q1
1997/01/09,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1997,September,Q1
1997/11/09,PK709,Pakistan,3,Sindh,Kambar Shahdad Kot,1997,September,Q1
1997/09/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1997,September,Q1
1997/01/10,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1997,October,Q2
1997/11/10,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1997,October,Q2
1997/10/21,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1997,October,Q2
1997/01/11,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1997,November,Q2
1997/11/11,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1997,November,Q2
1997/11/21,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1997,November,Q2
1997/01/12,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1997,December,Q2
1997/11/12,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1997,December,Q2
1997/12/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1997,December,Q2
1998/01/01,PK709,Pakistan,3,Sindh,Kambar Shahdad Kot,1998,January,Q3
1998/11/01,PK709,Pakistan,3,Sindh,Kambar Shahdad Kot,1998,January,Q3
1998/01/21,PK709,Pakistan,4,Sindh,Kambar Shahdad Kot,1998,January,Q3
1998/01/02,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1998,February,Q3
1998/11/02,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1998,February,Q3
1998/02/21,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1998,February,Q3
1998/01/03,PK709,Pakistan,4,Sindh,Kambar Shahdad Kot,1998,March,Q3
1998/11/03,PK709,Pakistan,3,Sindh,Kambar Shahdad Kot,1998,March,Q3
1998/03/21,PK709,Pakistan,5,Sindh,Kambar Shahdad Kot,1998,March,Q3
1998/01/04,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1998,April,Q4
1998/11/04,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1998,April,Q4
1998/04/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1998,April,Q4
1998/01/05,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1998,May,Q4
1998/11/05,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1998,May,Q4
1998/05/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1998,May,Q4
1998/01/06,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1998,June,Q4
1998/11/06,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1998,June,Q4
1998/06/21,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1998,June,Q4
1998/01/07,PK709,Pakistan,9,Sindh,Kambar Shahdad Kot,1998,July,Q1
1998/11/07,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1998,July,Q1
1998/07/21,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1998,July,Q1
1998/01/08,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1998,August,Q1
1998/11/08,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1998,August,Q1
1998/08/21,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1998,August,Q1
1998/01/09,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1998,September,Q1
1998/11/09,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1998,September,Q1
1998/09/21,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1998,September,Q1
1998/01/10,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1998,October,Q2
1998/11/10,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1998,October,Q2
1998/10/21,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1998,October,Q2
1998/01/11,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1998,November,Q2
1998/11/11,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1998,November,Q2
1998/11/21,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1998,November,Q2
1998/01/12,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1998,December,Q2
1998/11/12,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1998,December,Q2
1998/12/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1998,December,Q2
1999/01/01,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1999,January,Q3
1999/11/01,PK709,Pakistan,3,Sindh,Kambar Shahdad Kot,1999,January,Q3
1999/01/21,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1999,January,Q3
1999/01/02,PK709,Pakistan,5,Sindh,Kambar Shahdad Kot,1999,February,Q3
1999/11/02,PK709,Pakistan,5,Sindh,Kambar Shahdad Kot,1999,February,Q3
1999/02/21,PK709,Pakistan,5,Sindh,Kambar Shahdad Kot,1999,February,Q3
1999/01/03,PK709,Pakistan,5,Sindh,Kambar Shahdad Kot,1999,March,Q3
1999/11/03,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1999,March,Q3
1999/03/21,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,1999,March,Q3
1999/01/04,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1999,April,Q4
1999/11/04,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1999,April,Q4
1999/04/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1999,April,Q4
1999/01/05,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1999,May,Q4
1999/11/05,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1999,May,Q4
1999/05/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1999,May,Q4
1999/01/06,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1999,June,Q4
1999/11/06,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1999,June,Q4
1999/06/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1999,June,Q4
1999/01/07,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1999,July,Q1
1999/11/07,PK709,Pakistan,5,Sindh,Kambar Shahdad Kot,1999,July,Q1
1999/07/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1999,July,Q1
1999/01/08,PK709,Pakistan,7,Sindh,Kambar Shahdad Kot,1999,August,Q1
1999/11/08,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1999,August,Q1
1999/08/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1999,August,Q1
1999/01/09,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1999,September,Q1
1999/11/09,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1999,September,Q1
1999/09/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1999,September,Q1
1999/01/10,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1999,October,Q2
1999/11/10,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1999,October,Q2
1999/10/21,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1999,October,Q2
1999/01/11,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1999,November,Q2
1999/11/11,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1999,November,Q2
1999/11/21,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1999,November,Q2
1999/01/12,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,1999,December,Q2
1999/11/12,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1999,December,Q2
1999/12/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,1999,December,Q2
2000/01/01,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2000,January,Q3
2000/11/01,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2000,January,Q3
2000/01/21,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2000,January,Q3
2000/01/02,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2000,February,Q3
2000/11/02,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2000,February,Q3
2000/02/21,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2000,February,Q3
2000/01/03,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2000,March,Q3
2000/11/03,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2000,March,Q3
2000/03/21,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2000,March,Q3
2000/01/04,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2000,April,Q4
2000/11/04,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2000,April,Q4
2000/04/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2000,April,Q4
2000/01/05,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2000,May,Q4
2000/11/05,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2000,May,Q4
2000/05/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2000,May,Q4
2000/01/06,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2000,June,Q4
2000/11/06,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2000,June,Q4
2000/06/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2000,June,Q4
2000/01/07,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2000,July,Q1
2000/11/07,PK709,Pakistan,4,Sindh,Kambar Shahdad Kot,2000,July,Q1
2000/07/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2000,July,Q1
2000/01/08,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2000,August,Q1
2000/11/08,PK709,Pakistan,3,Sindh,Kambar Shahdad Kot,2000,August,Q1
2000/08/21,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2000,August,Q1
2000/01/09,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2000,September,Q1
2000/11/09,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2000,September,Q1
2000/09/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2000,September,Q1
2000/01/10,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2000,October,Q2
2000/11/10,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2000,October,Q2
2000/10/21,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2000,October,Q2
2000/01/11,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2000,November,Q2
2000/11/11,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2000,November,Q2
2000/11/21,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2000,November,Q2
2000/01/12,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2000,December,Q2
2000/11/12,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2000,December,Q2
2000/12/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2000,December,Q2
2001/01/01,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2001,January,Q3
2001/11/01,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2001,January,Q3
2001/01/21,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2001,January,Q3
2001/01/02,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2001,February,Q3
2001/11/02,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2001,February,Q3
2001/02/21,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2001,February,Q3
2001/01/03,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2001,March,Q3
2001/11/03,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2001,March,Q3
2001/03/21,PK709,Pakistan,3,Sindh,Kambar Shahdad Kot,2001,March,Q3
2001/01/04,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2001,April,Q4
2001/11/04,PK709,Pakistan,6,Sindh,Kambar Shahdad Kot,2001,April,Q4
2001/04/21,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2001,April,Q4
2001/01/05,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2001,May,Q4
2001/11/05,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2001,May,Q4
2001/05/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2001,May,Q4
2001/01/06,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2001,June,Q4
2001/11/06,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2001,June,Q4
2001/06/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2001,June,Q4
2001/01/07,PK709,Pakistan,10,Sindh,Kambar Shahdad Kot,2001,July,Q1
2001/11/07,PK709,Pakistan,9,Sindh,Kambar Shahdad Kot,2001,July,Q1
2001/07/21,PK709,Pakistan,10,Sindh,Kambar Shahdad Kot,2001,July,Q1
2001/01/08,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2001,August,Q1
2001/11/08,PK709,Pakistan,5,Sindh,Kambar Shahdad Kot,2001,August,Q1
2001/08/21,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2001,August,Q1
2001/01/09,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2001,September,Q1
2001/11/09,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2001,September,Q1
2001/09/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2001,September,Q1
2001/01/10,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2001,October,Q2
2001/11/10,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2001,October,Q2
2001/10/21,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2001,October,Q2
2001/01/11,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2001,November,Q2
2001/11/11,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2001,November,Q2
2001/11/21,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2001,November,Q2
2001/01/12,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2001,December,Q2
2001/11/12,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2001,December,Q2
2001/12/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2001,December,Q2
2002/01/01,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2002,January,Q3
2002/11/01,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2002,January,Q3
2002/01/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2002,January,Q3
2002/01/02,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2002,February,Q3
2002/11/02,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2002,February,Q3
2002/02/21,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2002,February,Q3
2002/01/03,PK709,Pakistan,4,Sindh,Kambar Shahdad Kot,2002,March,Q3
2002/11/03,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2002,March,Q3
2002/03/21,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2002,March,Q3
2002/01/04,PK709,Pakistan,3,Sindh,Kambar Shahdad Kot,2002,April,Q4
2002/11/04,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2002,April,Q4
2002/04/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2002,April,Q4
2002/01/05,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2002,May,Q4
2002/11/05,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2002,May,Q4
2002/05/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2002,May,Q4
2002/01/06,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2002,June,Q4
2002/11/06,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2002,June,Q4
2002/06/21,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2002,June,Q4
2002/01/07,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2002,July,Q1
2002/11/07,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2002,July,Q1
2002/07/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2002,July,Q1
2002/01/08,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2002,August,Q1
2002/11/08,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2002,August,Q1
2002/08/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2002,August,Q1
2002/01/09,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2002,September,Q1
2002/11/09,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2002,September,Q1
2002/09/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2002,September,Q1
2002/01/10,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2002,October,Q2
2002/11/10,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2002,October,Q2
2002/10/21,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2002,October,Q2
2002/01/11,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2002,November,Q2
2002/11/11,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2002,November,Q2
2002/11/21,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2002,November,Q2
2002/01/12,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2002,December,Q2
2002/11/12,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2002,December,Q2
2002/12/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2002,December,Q2
2003/01/01,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2003,January,Q3
2003/11/01,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2003,January,Q3
2003/01/21,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2003,January,Q3
2003/01/02,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2003,February,Q3
2003/11/02,PK709,Pakistan,10,Sindh,Kambar Shahdad Kot,2003,February,Q3
2003/02/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2003,February,Q3
2003/01/03,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2003,March,Q3
2003/11/03,PK709,Pakistan,3,Sindh,Kambar Shahdad Kot,2003,March,Q3
2003/03/21,PK709,Pakistan,3,Sindh,Kambar Shahdad Kot,2003,March,Q3
2003/01/04,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2003,April,Q4
2003/11/04,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2003,April,Q4
2003/04/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2003,April,Q4
2003/01/05,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2003,May,Q4
2003/11/05,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2003,May,Q4
2003/05/21,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2003,May,Q4
2003/01/06,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2003,June,Q4
2003/11/06,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2003,June,Q4
2003/06/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2003,June,Q4
2003/01/07,PK709,Pakistan,16,Sindh,Kambar Shahdad Kot,2003,July,Q1
2003/11/07,PK709,Pakistan,14,Sindh,Kambar Shahdad Kot,2003,July,Q1
2003/07/21,PK709,Pakistan,29,Sindh,Kambar Shahdad Kot,2003,July,Q1
2003/01/08,PK709,Pakistan,6,Sindh,Kambar Shahdad Kot,2003,August,Q1
2003/11/08,PK709,Pakistan,3,Sindh,Kambar Shahdad Kot,2003,August,Q1
2003/08/21,PK709,Pakistan,9,Sindh,Kambar Shahdad Kot,2003,August,Q1
2003/01/09,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2003,September,Q1
2003/11/09,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2003,September,Q1
2003/09/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2003,September,Q1
2003/01/10,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2003,October,Q2
2003/11/10,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2003,October,Q2
2003/10/21,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2003,October,Q2
2003/01/11,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2003,November,Q2
2003/11/11,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2003,November,Q2
2003/11/21,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2003,November,Q2
2003/01/12,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2003,December,Q2
2003/11/12,PK709,Pakistan,0,Sindh,Kambar Shahdad Kot,2003,December,Q2
2003/12/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2003,December,Q2
2004/01/01,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2004,January,Q3
2004/11/01,PK709,Pakistan,4,Sindh,Kambar Shahdad Kot,2004,January,Q3
2004/01/21,PK709,Pakistan,3,Sindh,Kambar Shahdad Kot,2004,January,Q3
2004/01/02,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2004,February,Q3
2004/11/02,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2004,February,Q3
2004/02/21,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2004,February,Q3
2004/01/03,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2004,March,Q3
2004/11/03,PK709,Pakistan,1,Sindh,Kambar Shahdad Kot,2004,March,Q3
2004/03/21,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2004,March,Q3
2004/01/04,PK709,Pakistan,2,Sindh,Kambar Shahdad Kot,2004,April,Q4
